startup_name,industry,country,founded_year,startup_age,funding_stage,total_funding_usd,team_size,monthly_revenue_usd,annual_revenue_usd,active_users,customer_growth_rate,burn_rate,runway_months,valuation_usd,business_model,number_of_competitors,market_size_usd,market_growth_rate,founder_experience_years,previous_startups,employee_growth_rate,customer_retention_rate,profitability,startup_stage,acquisition_status,ipo_status,success_label,startup_description,website,logo_url,headquarters_city,headquarters_state,headquarters_country,funding_round_date,top_investor,competitor_1,competitor_2,competitor_3,market_trend_score,innovation_score,investor_interest_score,technology_stack,target_audience,unique_selling_proposition,startup_stage_description,employee_count_last_year,monthly_active_users_last_year,customer_acquisition_cost_usd,lifetime_value_usd
QuickOne Solutions,AI & Machine Learning,India,2023,3,Series C,42119391.0,594.0,6257717.0,75092604.0,8368.0,0.2762,0.0,999.0,257237000.0,B2B,3.0,1801012519.0,0.3579,15.0,0.0,0.9305,0.9381,True,Mature,Not Acquired,Private,Successful,"A computer vision company building B2B visual inspection tools for quality assurance in logistics lines. With a dedicated focus on user experience and localization, they are solving critical pain points in highly fragmented sectors.",https://www.quickonesolutions.com,https://placehold.co/200x200?text=QuickOne%20Solutions,Bengaluru,Karnataka,India,2026-05-02,Temasek,Crux,Arya.ai,Gupshup,88,45,83,"Python, TensorFlow, Flask, MongoDB, GCP, Docker, HuggingFace",Enterprise customer service divisions wishing to automate voice operations.,Fraud prevention engine using deep graph networks to detect syndicate accounts instantly.,"Optimizing bottom-line operating margins, maintaining market dominance, and preparing for future exits.",456.0,5292.0,1033.65,4426.01
BetaSpace,Edtech,India,2017,9,Series C,50182766.0,446.0,2183848.0,26206176.0,960838.0,0.1964,0.0,999.0,363925000.0,Transactional,22.0,1435051929.0,0.1586,18.0,3.0,0.7033,0.8967,True,Mature,Not Acquired,Private,Successful,"An interactive online academy focusing on live Transactional coding classes for kids and teenagers in Tier-1/2 cities. With a dedicated focus on user experience and localization, they are solving critical pain points in highly fragmented sectors.",https://www.betaspace.com,https://placehold.co/200x200?text=BetaSpace,Bengaluru,Karnataka,India,2021-12-10,General Catalyst,Simplilearn,Vedantu,Eruditus,61,71,78,"Ruby on Rails, Vue.js, MySQL, GCP, WebRTC, Redis",College students and graduates training for technical software roles.,Gamified coding sandbox providing interactive story-based programming modules for school kids.,"Optimizing bottom-line operating margins, maintaining market dominance, and preparing for future exits.",417.0,806959.0,106.74,417.08
Dukaanshow Technologies,Edtech,India,2025,1,Series A,2888643.0,47.0,210588.0,2527056.0,3672.0,0.1526,0.0,999.0,12620000.0,Subscription,23.0,1896064956.0,0.0743,5.0,4.0,0.4794,0.8098,True,Ideation,Not Acquired,Private,Successful,"An interactive online academy focusing on live Subscription coding classes for kids and teenagers in Tier-1/2 cities. The platform leverages proprietary algorithms to deliver premium, customizable solutions at a fraction of standard market costs.",https://www.dukaanshowtechnologies.com,https://placehold.co/200x200?text=Dukaanshow%20Technologies,Gurugram,Haryana,India,2026-10-19,Elevation Capital,Adda247,Simplilearn,Physics Wallah,58,56,73,"Python, Flask, Flutter, MongoDB, AWS, Twilio, Redis",Parents looking for personalized after-school coding and math modules.,AI-powered homework helper providing instant step-by-step math solver sheets.,"Developing initial wireframes, gathering customer survey data, and refining core vision.",38.0,2646.0,160.72,645.35
Quantumdukaan,Healthcare,India,2020,6,Series B,15450359.0,199.0,2732454.0,32789448.0,69986.0,0.2146,0.0,999.0,27747000.0,SaaS,5.0,8256459857.0,0.3763,3.0,1.0,0.6666,0.8311,True,Mature,Acquired,Private,Successful,"An health-wellness company offering a custom SaaS fitness and preventive care ecosystem for corporate employees. By removing unnecessary middlemen, the team is empowering small businesses to scale efficiently in a digital-first economy.",https://www.quantumdukaan.com,https://placehold.co/200x200?text=Quantumdukaan,Mumbai,Maharashtra,India,2025-11-07,Chiratae Ventures,Medika,Curefit,Cult.fit,41,30,78,"Java, Spring Boot, React, MySQL, AWS, Kubernetes, HL7 Integrations",Independent doctors and clinical groups wanting to digitize their prescription cards.,"An integrated digital health wallet combining health records, insurance, and doctor chats.","Optimizing bottom-line operating margins, maintaining market dominance, and preparing for future exits.",185.0,49496.0,74.77,319.86
DataShare,Proptech,India,2017,9,Series A,3943366.0,42.0,42262.0,507144.0,1574.0,0.11399999999999999,147695.01,7.1,23499000.0,Subscription,17.0,2991760433.0,0.0525,4.0,3.0,0.1489,0.5274,False,Scaling,Not Acquired,Private,Failed,"A property management startup providing Subscription digital rent collection and security automation software. By removing unnecessary middlemen, the team is empowering small businesses to scale efficiently in a digital-first economy.",https://www.datashare.com,https://placehold.co/200x200?text=DataShare,Bengaluru,Karnataka,India,2018-11-10,Peak XV Partners,Magicpin,Magicbricks,Housing.com,23,25,25,"Next.js, Python, FastAPI, PostgreSQL, GCP, Elasticsearch, Docker",Young IT professionals relocating to cities like Bengaluru and Pune.,Zero-brokerage rental platform providing 100% verified tenant credit and background reports.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,32.0,1370.0,310.48,1404.93
YantraCare Digital,Fintech,India,2020,6,Series C,93538641.0,349.0,1536587.0,18439044.0,564936.0,0.1992,0.0,999.0,465081000.0,Transactional,11.0,23754165475.0,0.3714,7.0,0.0,0.6824,0.9318,True,Mature,Not Acquired,Private,Successful,"A modern financial technology startup building secure Transactional APIs to help businesses automate treasury and payouts. The platform leverages proprietary algorithms to deliver premium, customizable solutions at a fraction of standard market costs.",https://www.yantracaredigital.com,https://placehold.co/200x200?text=YantraCare%20Digital,Hyderabad,Telangana,India,2026-04-23,Temasek,Pine Labs,BharatPe,Setu,51,38,60,"Java, Spring Boot, React, PostgreSQL, AWS, Redis, Apache Kafka, Kubernetes",Gig workers and freelance professionals in Tier-1/2 Indian cities.,Instant payment settlements with zero transaction fees for small merchants.,"Optimizing bottom-line operating margins, maintaining market dominance, and preparing for future exits.",279.0,360823.0,233.71,1130.45
FinDesk,Edtech,India,2025,1,Seed,811918.0,10.0,42043.0,504516.0,2102.0,0.0651,0.0,999.0,3070000.0,SaaS,2.0,3204557166.0,0.1687,14.0,2.0,0.2533,0.5111,True,Ideation,Not Acquired,Private,Successful,"A vernacular-first learning platform delivering high-quality SaaS courses for competitive government exams. With a dedicated focus on user experience and localization, they are solving critical pain points in highly fragmented sectors.",https://www.findesk.com,https://placehold.co/200x200?text=FinDesk,Mumbai,Maharashtra,India,2025-02-15,Blume Ventures,Classplus,Vedantu,Simplilearn,91,96,80,"Python, Flask, Flutter, MongoDB, AWS, Twilio, Redis",Parents looking for personalized after-school coding and math modules.,AI-powered homework helper providing instant step-by-step math solver sheets.,"Developing initial wireframes, gathering customer survey data, and refining core vision.",7.0,1770.0,115.62,372.73
ZettaShow,Proptech,India,2019,7,Bootstrapped,47690.0,5.0,4173.0,50076.0,3768.0,0.0104,31077.77,0.9,179000.0,B2C,23.0,4267074926.0,0.1178,4.0,1.0,0.0895,0.4647,False,Early Traction,Not Acquired,Private,Failed,"A property management startup providing B2C digital rent collection and security automation software. The platform leverages proprietary algorithms to deliver premium, customizable solutions at a fraction of standard market costs.",https://www.zettashow.com,https://placehold.co/200x200?text=ZettaShow,Hyderabad,Telangana,India,2026-03-24,Y Combinator,NestAway,99acres,Magicbricks,55,86,41,"Flutter, Node.js, Express, MySQL, AWS, Google Places API",Commercial property brokers managing multi-tenant office parks.,"All-in-one digital tenant onboarding, rent collection, and repairs log application.",Struggling to sustain daily operations due to cash runway constraints and customer churn.,4.0,3138.0,401.42,1397.64
ShipSpace Digital,Cybersecurity,India,2021,5,Series B,9859346.0,88.0,270371.0,3244452.0,12560.0,0.0252,150241.41,25.6,59552000.0,Subscription,5.0,9614919244.0,0.1528,5.0,4.0,0.1141,0.6107,False,Scaling,Not Acquired,Private,Failed,A zero-trust access management platform offering Subscription authorization systems for remote developers. The company aims to streamline daily operational workflows and lower transaction costs for its growing customer base.,https://www.shipspacedigital.com,https://placehold.co/200x200?text=ShipSpace%20Digital,Gurugram,Haryana,India,2024-05-11,Matrix Partners India,Kratikal,Quick Heal,Subex,39,49,34,"Go, C++, Linux Kernel, MongoDB, AWS, Docker, ELK Stack",Fintech and banking startups working to meet strict regulatory audits.,One-click SOC-2 audit compliance reporting tailored for SaaS and fintech builders.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,69.0,11914.0,445.61,1769.95
PrimePe,Cybersecurity,India,2020,6,Series C,38041391.0,282.0,2491656.0,29899872.0,3321.0,0.1927,0.0,999.0,185698000.0,B2B,22.0,7270025031.0,0.2648,21.0,2.0,0.5596,0.9309,True,Mature,Not Acquired,Private,Successful,A cloud security startup delivering B2B continuous threat monitoring and automated patch deployment. The company aims to streamline daily operational workflows and lower transaction costs for its growing customer base.,https://www.primepe.com,https://placehold.co/200x200?text=PrimePe,Mumbai,Maharashtra,India,2025-09-15,Lightspeed India,Quick Heal,Subex,Lucideus (Safe Security),69,94,61,"Go, C++, Linux Kernel, MongoDB, AWS, Docker, ELK Stack",Modern SaaS enterprises with highly distributed remote developer hubs.,Decentralized secure identity vault built on zero-knowledge cryptographic proofs.,"Optimizing bottom-line operating margins, maintaining market dominance, and preparing for future exits.",273.0,2230.0,1601.92,5217.11
LensLy Retail,Cybersecurity,India,2023,3,Series A,6988330.0,59.0,170058.0,2040696.0,2578748.0,-0.005,0.0,999.0,18577000.0,B2C,10.0,8770994474.0,0.1288,8.0,1.0,-0.0746,0.5846,True,Scaling,Not Acquired,Private,Successful,"A cloud security startup delivering B2C continuous threat monitoring and automated patch deployment. By removing unnecessary middlemen, the team is empowering small businesses to scale efficiently in a digital-first economy.",https://www.lenslyretail.com,https://placehold.co/200x200?text=LensLy%20Retail,Bengaluru,Karnataka,India,2025-07-18,Matrix Partners India,Instasafe,Kratikal,Securden,48,82,74,"Python, Rust, FastAPI, PostgreSQL, GCP, Docker, Kubernetes, Terraform",Modern SaaS enterprises with highly distributed remote developer hubs.,Decentralized secure identity vault built on zero-knowledge cryptographic proofs.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",43.0,1585905.0,1234.67,4358.52
GharCare,Proptech,India,2024,2,Seed,874085.0,14.0,169855.0,2038260.0,3294.0,0.2579,0.0,999.0,2236000.0,Subscription,11.0,3039177401.0,0.1273,15.0,1.0,0.8268,0.8529,True,Early Traction,Not Acquired,Private,Successful,"A real estate platform digitizing Subscription commercial property leasing and tenant compliance workflows. The platform leverages proprietary algorithms to deliver premium, customizable solutions at a fraction of standard market costs.",https://www.gharcare.com,https://placehold.co/200x200?text=GharCare,Bengaluru,Karnataka,India,2025-12-06,Antler India,NestAway,Magicbricks,Stanza Living,88,23,85,"Flutter, Node.js, Express, MySQL, AWS, Google Places API",Young IT professionals relocating to cities like Bengaluru and Pune.,Immersive 3D virtual property viewing engine built for high-end commercial spaces.,"Acquiring paid users, optimizing pricing strategies, and achieving early product-market fit.",10.0,2860.0,1125.36,5075.97
Aquafit,Logistics,India,2017,9,Series A,6629449.0,47.0,211089.0,2533068.0,27971.0,0.0788,11278.63,48.0,27239000.0,Transactional,14.0,6643526564.0,0.1954,7.0,0.0,0.2551,0.6795,False,Scaling,Not Acquired,Private,Failed,A freight logistics startup providing an on-demand Transactional marketplace matching shippers with empty container trucks. The company aims to streamline daily operational workflows and lower transaction costs for its growing customer base.,https://www.aquafit.com,https://placehold.co/200x200?text=Aquafit,Gurugram,Haryana,India,2018-08-06,Accel,BlackBuck,Shadowfax,Porter,47,78,30,"Node.js, Express, Flutter, MongoDB, GCP, Redis, Docker, Celery",D2C brands seeking same-day and next-day distribution optimization.,Freight price bidding terminal linking micro-truckers with warehouse operators.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,40.0,22863.0,247.58,1075.33
KhataNode,CleanTech,India,2022,4,Seed,1425673.0,5.0,0.0,0.0,24842.0,-0.0247,23424.24,20.6,6747000.0,Freemium,23.0,4392267147.0,0.1718,12.0,1.0,-0.1371,0.4263,False,Validation,Not Acquired,Private,Failed,"A sustainability platform offering Freemium carbon accounting software for enterprise manufacturing plants. By removing unnecessary middlemen, the team is empowering small businesses to scale efficiently in a digital-first economy.",https://www.khatanode.com,https://placehold.co/200x200?text=KhataNode,Hyderabad,Telangana,India,2023-01-24,Indian Angel Network,Ather Energy,BluSmart,Ola Electric,28,25,11,"Python, C++, AWS IoT, PostgreSQL, MATLAB, Docker, Grafana",Commercial fleet operators managing electric three-wheeler logistics.,Smart modular battery charging system that swap-charges commercial e-rickshaws under 2 minutes.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,4.0,19430.0,769.53,3105.17
GharEasy,SaaS,India,2016,10,Series A,6264409.0,72.0,372982.0,4475784.0,12466.0,0.4457,0.0,999.0,25922000.0,Subscription,10.0,2835358897.0,0.2548,13.0,3.0,1.4332,0.8537,True,Scaling,Not Acquired,Private,Successful,"A collaborative no-code Subscription spreadsheet platform designed specifically for remote product and design teams. Utilizing state-of-the-art technological pipelines, they are aggressively expanding their regional footprint across the subcontinent.",https://www.ghareasy.com,https://placehold.co/200x200?text=GharEasy,Bengaluru,Karnataka,India,2018-11-04,Chiratae Ventures,WebEngage,BrowserStack,MoEngage,52,67,70,"Ruby on Rails, React, PostgreSQL, AWS, Redis, Heroku, Docker",Product design groups in remote and hybrid tech organizations.,Advanced no-code workflow automations that sync legacy databases to modern cloud channels.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",68.0,10435.0,296.05,1088.33
BioRoom,AI & Machine Learning,India,2021,5,Seed,1450448.0,3.0,0.0,0.0,10690.0,0.0766,14562.33,44.9,5935000.0,Transactional,21.0,21714187599.0,0.1529,10.0,4.0,0.2673,0.801,False,Validation,Not Acquired,Private,Failed,A computer vision company building Transactional visual inspection tools for quality assurance in logistics lines. The company aims to streamline daily operational workflows and lower transaction costs for its growing customer base.,https://www.bioroom.com,https://placehold.co/200x200?text=BioRoom,Noida,Uttar Pradesh,India,2021-05-04,Indian Angel Network,Arya.ai,Yellow.ai,Gupshup,68,70,55,"Python, PyTorch, FastAPI, PostgreSQL, AWS, Docker, Kubernetes",Enterprise customer service divisions wishing to automate voice operations.,Fraud prevention engine using deep graph networks to detect syndicate accounts instantly.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,2.0,8885.0,514.38,2271.34
